ReactionID,ReactionName,ReactionSubSystem,IS_BD_FVA_WT,IS_BD_FVA_MUT,IS_BD_TVA_WT,IS_BD_TVA_Mut,minFlux_FVA_WT,maxFlux_FVA_WT,minFlux_FVA_Mut,maxFlux_FVA_Mut,minFlux_TVA_WT,maxFlux_TVA_WT,minFlux_TVA_Mut,maxFlux_TVA_Mut
Enol_c,Enolase,"gluconeogenesis, glycolysis",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,-95.7630605539976,-0.330570189550172,-100,1.63376400016854
PGAM_c,PGA mutase,"gluconeogenesis, glycolysis",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,-95.7648666596299,-0.330570189550401,-100,1.63376400016851
PGAK_c,PGA kinase,"gluconeogenesis, glycolysis",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,-8.01801528874769,-3.44064994976402,-20.4414615279332,0.551592184149881
GAPDH2_c,GAP dehydrogenase,"gluconeogenesis, glycolysis",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,3.44064994976451,8.01801528875005,-0.551592184149598,20.4414615279389
AlaTA_x,Ala transaminase,"alanine synthesis",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,-99.826672613443,3.23195891184296,0,15.5061608108428
AspAT_c,Asp aminotransferase,"aspartate synthesis",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,-99.750818303201,3.30781322208185,0.0418286265670585,15.5479894374111
AspAT_x,Asp aminotransferase,"aspartate synthesis",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,-3.23195891184261,99.8266726134426,-15.506160810844,0
Tr_CO2h,CO2 diffusion,"transport",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,7.96850843096192,10.7351570030336,-0.411796532011127,12.0989568444236
Tr_H2Oh,H2O diffusion,"transport",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,5.08234508970094,100,-14.8186730833346,100
Tr_H2Om,H2O diffusion,"transport",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,-100,-0.0173808685585956,-15.1774158013215,16.2241584843659
Tr_NH41,NH4 diffusion,"transport",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,0.0753187205367234,4.17623922583391,-1.43032865358825,16.0268688431669
Tr_Pyr3,Pyr diffusion,"transport",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,-99.8266726134416,3.23195891184272,0,15.5061608108428
Tr_OAA,OAA diffusion,"transport",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,-3.23195891184251,99.8266726134421,-15.506160810844,0
Tr_Asp,Asp diffusion,"transport",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914321542226096,0.00101591282469567,-99.8266726134411,3.23195891184301,0,15.5061608108427
