ReactionID,ReactionName,ReactionSubSystem,IS_BD_FVA_WT,IS_BD_FVA_MUT,IS_BD_TVA_WT,IS_BD_TVA_Mut,minFlux_FVA_WT,maxFlux_FVA_WT,minFlux_FVA_Mut,maxFlux_FVA_Mut,minFlux_TVA_WT,maxFlux_TVA_WT,minFlux_TVA_Mut,maxFlux_TVA_Mut
FBPA_h,FBP aldolase,"Calvin-Benson cycle, glycolysis",1,1,1,0,-0.000231003576697475,8.93197931526252,-5.75928461330477e-05,9.91724485774282,-0.00528274090602121,4.62168059940511,2.00763279705381,2.27505202024858
TPI_c,TP isomerase,"sucrose synthesis, gluconeogenesis, glycolysis",1,1,1,0,-990.81661990397,995.966765676941,-989.498344499836,996.790228415997,-1.22211478632359,4.74633762847948,2.64611983052208,2.94522556716491
GAPDH2_h,GAP dehydrogenase,"glycolysis",1,1,1,0,-26.6318295218465,973.464087801167,-28.4106536125936,971.589917516584,-1.73791495513503,0.726347542759493,-0.639313494684399,-0.190151996853029
PGAM_h,PGA mutase,"glycolysis",1,1,1,0,-997.397195361787,0.759187369775144,-996.725317399475,1.17065572905954,-0.39987377758605,0.589983014354968,0.475511810714343,0.730000753241765
Enol_h,Enolase,"glycolysis",1,1,1,0,-997.397195361787,0.759187369775144,-996.725317399475,1.17065572905954,-0.399873777589571,0.589983013604158,0.475511813502286,0.730000753241765
TA_h,Transaldolase,"pentose phosphate pathway",1,1,1,0,-4.29550980425108,4.63648396505956,-4.70007396258724,5.21718110148921,-2.44422940122484,2.17745115781286,0.155120279302941,0.434347865477237
AlaTA_m,Ala transaminase,"alanine synthesis",1,0,1,0,-997.639389985724,1000,0.164240821575503,1000,-0.090379257376939,1.87189766018793,-1.47381906779755,-1.13167957344082
GluSNADP_h,Glu synthase,"glutamate synthesis",1,1,1,0,-1000,1.34805867805777,-1000,1.54277163836177,-2.44422960619937,0.731647477486572,0,0.292802688907991
GluDH1NADP_m,Glu dehydrogenase,"glutamate synthesis",1,1,1,0,-1000,4.60114233672812,-999.922672967883,3.84156967884553,-0.627734236589418,2.76915521297794,1.12990608004871,1.58653918708667
GABATA1_m,GABA transaminase,"glutamate degradation",1,1,1,0,-1000,0.000115616456198175,-999.835749579614,6.71916688417262e-05,-0.28616593179255,1.62737271955735,1.19766325347024,1.52714508714643
Tr_DTC1C,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-1.2221147863356,2.79987427782968,1.43009505021077,1.72416082162525
Tr_DTC2A,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-0.76164958338312,6.93698300503609,2.96733415022406,3.3380793287885
Tr_DTC2B,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-0.764938304535824,6.93204993964642,1.42426454584112,1.79484889703553
Tr_DTC3A,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-5.59182414246201,1.22211478631825,-1.66716366673908,-1.3300876292561
Tr_DTC3C,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-6.85240951413638,0.23901848049182,-3.32504272097443,-2.99499136678245
Tr_NH42,NH4 diffusion,"transport",1,0,1,0,-999.148331995345,997.060141188862,-0.160765662472857,-0.160679273184169,-0.129271765376765,0.192436025095199,-1.51099530337855,-1.46805116545918
Tr_H2S1,H2S diffusion,"transport",0,0,1,0,-0.0146415604262638,-0.0145389091270689,-0.0221719861549829,-0.0221358619304301,-0.000610176798145151,0.0127919779100121,0.00139505617028583,0.0128883247250958
Tr_OAA,OAA diffusion,"transport",1,1,1,0,-1000,998.677102100954,-999.877791551943,1000,-1.22211478627679,0.425505495374368,-2.90029525630703,-1.25406372902359
Tr_KG,KG diffusion,"transport",1,1,0,1,-1000,1000,-1000,999.877781953134,-1.94796232154408,-0.300342203796258,-1.59565750521902,0.0505740190665529
Tr_Glu1,Glu diffusion,"transport",1,1,0,1,-1000,1000,-999.877781953134,1000,0.300342047172898,1.94796232665755,-0.0505740216240174,1.59565750392777
