ReactionID,ReactionName,ReactionSubSystem,IS_BD_FVA_WT,IS_BD_FVA_MUT,IS_BD_TVA_WT,IS_BD_TVA_Mut,minFlux_FVA_WT,maxFlux_FVA_WT,minFlux_FVA_Mut,maxFlux_FVA_Mut,minFlux_TVA_WT,maxFlux_TVA_WT,minFlux_TVA_Mut,maxFlux_TVA_Mut
Enol_c,Enolase,"gluconeogenesis, glycolysis",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,-95.7630605539976,-0.330570189550172,-100,0.375655059336975
PGAM_c,PGA mutase,"gluconeogenesis, glycolysis",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,-95.7648666596299,-0.330570189550401,-100,0.375655059336935
AlaTA_x,Ala transaminase,"alanine synthesis",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,-99.826672613443,3.23195891184296,0,7.78679433345131
AspAT_c,Asp aminotransferase,"aspartate synthesis",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,-99.750818303201,3.30781322208185,0.0639036646258477,7.85069799807743
AspAT_x,Asp aminotransferase,"aspartate synthesis",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,-3.23195891184261,99.8266726134426,-7.7867943334515,0
Tr_H2Oh,H2O diffusion,"transport",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,5.08234508970094,100,-1.90772511899436,100
Tr_H2Om,H2O diffusion,"transport",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,-100,-0.0173808685585956,-9.99355159593276,6.17471764588524
Tr_NH41,NH4 diffusion,"transport",0,0,0,1,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,0.0753187205367234,4.17623922583391,-0.599074857039597,8.58230578569096
Tr_Pyr3,Pyr diffusion,"transport",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,-99.8266726134416,3.23195891184272,0,7.78679433345131
Tr_OAA,OAA diffusion,"transport",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,-3.23195891184251,99.8266726134421,-7.7867943334515,0
Tr_Asp,Asp diffusion,"transport",0,0,1,0,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,-99.8266726134411,3.23195891184301,0,7.7867943334491
