genotype,time,Alanine,Asparagine,Aspartate,BetaAlanine,Citrate,Fructose,Fumarate_carefulMaleic,GABA,Glucose,Glutamate,Glutamine,Glycerate,Glycerol,Glycine,Glycolate,Isoleucine,Leucine,Lysine,Malate,Maltose,Methionine,MyoInosirtol,Nicotinamide,Oxoglutarate,Palmitate,Phenylalanine,Phosphate,Proline,Putrescine,Pyruvate,Serine,Succinate,Sucrose_overload,Threitol,ThreonicAcid,Tryptophan,Valine
ggt1-2,-21,6.030844034e-05,1.12910033095e-05,2.11813112e-05,2.63656046966667e-06,1.87721235075e-05,5.557399138e-06,1.22792272475e-05,4.055020036e-06,1.5887614585e-05,0.000269579009375,3.78307496666667e-05,8.584532689e-05,3.17963857175e-06,4.994156567e-06,2.59489399933333e-05,1.79375811e-06,1.5272970985e-06,4.36229257075e-06,2.70159138425e-05,4.68595827375e-06,2.493243774e-06,9.00113707625e-06,5.5026443515e-05,4.55288389075e-06,1.1875114135e-05,5.0014028715e-06,8.01740402525e-06,1.84344193525e-05,6.773749964e-06,1.77314965075e-06,1.27490113225e-05,1.0657276995e-05,0.0001185642907,1.19144518766667e-06,7.482436234e-05,3.271930773e-06,4.528176279e-06
ggt1-2,3,4.51208669475e-05,1.067579648e-05,2.02543981675e-05,2.69213915225e-06,1.599752797e-05,4.096400568e-06,1.349045298025e-05,3.8677405115e-06,1.1339628025e-05,0.000246034882666667,4.16423067066667e-05,8.02294389075e-05,3.10679178225e-06,4.8562119395e-06,2.957850118e-05,1.9375119455e-06,1.69381006675e-06,4.27048437925e-06,2.88592270125e-05,4.12437053466667e-06,2.4338724505e-06,9.35209234166667e-06,5.55495539e-05,4.34182395375e-06,1.12902593825e-05,4.841467405e-06,7.3101560285e-06,2.66261581925e-05,5.95638354275e-06,2.04016746125e-06,1.322036057e-05,1.06188378466667e-05,0.000109932315225,1.1448793715e-06,6.85429114233333e-05,3.01888075925e-06,5.70842593825e-06
ggt1-2,27,4.28882126425e-05,9.86844450175e-06,1.701861042e-05,2.5292185295e-06,1.52832928625e-05,4.76063481833333e-06,1.45075019325e-05,3.894064792e-06,1.23857150125e-05,0.00021203793455,2.94568441325e-05,8.59213609233333e-05,3.0167922265e-06,5.06999286225e-06,2.7080112175e-05,1.6400211375e-06,1.45674029125e-06,4.23760367466667e-06,2.8160531345e-05,3.8280501825e-06,2.35219106266667e-06,8.37255294775e-06,5.55683673475e-05,4.6769264385e-06,1.208120638e-05,4.59441395966667e-06,7.810721511e-06,1.85723398975e-05,6.05298915e-06,2.09391754833333e-06,1.12001986466667e-05,1.1544371095e-05,0.000116662843975,1.21229733375e-06,5.699851935e-05,3.18464630425e-06,4.28348493833333e-06
ggt1-2,75,4.7785743555e-05,9.37135335725e-06,1.5801454985e-05,2.4404499145e-06,1.55796540475e-05,4.94020462866667e-06,1.608878927e-05,4.19063781825e-06,1.19592512425e-05,0.00020273293205,3.11266529375e-05,9.28931121133333e-05,2.803576229e-06,4.70916566966667e-06,2.7249496385e-05,1.520790607e-06,1.37255116466667e-06,3.9982007565e-06,3.192253743e-05,3.40296405975e-06,2.35848699025e-06,8.94915869e-06,5.2003437675e-05,4.385063244e-06,1.14685537725e-05,4.11429385375e-06,7.201514031e-06,2.541289913e-05,6.07163113275e-06,1.90228221475e-06,1.1642712945e-05,1.13677566233333e-05,0.0001170978156,1.1538305375e-06,5.81910672025e-05,3.013779419e-06,4.33482458875e-06
ggt1-2,123,2.664928913e-05,9.74094859075e-06,1.303557296e-05,2.39730516575e-06,1.57822039675e-05,4.64428195875e-06,1.722699443e-05,3.52882588825e-06,1.04943699366667e-05,0.000199320945875,3.26535391525e-05,8.47503688466667e-05,2.79203542425e-06,4.988172482e-06,2.6136216935e-05,1.48741721375e-06,1.35639533825e-06,3.68665638533333e-06,2.96453479775e-05,3.17341614825e-06,2.34069526875e-06,1.144089143e-05,5.12653736333333e-05,4.16562048975e-06,1.1396942345e-05,3.99890298625e-06,7.07438086366667e-06,3.76189878966667e-05,5.390289716e-06,1.46439836175e-06,1.194515787e-05,1.06707960766667e-05,0.00011166692325,1.1477734455e-06,6.17391740575e-05,2.912312826e-06,4.0036393755e-06
ggt2,-21,4.02812986675e-05,1.0916741707e-05,1.40737366475e-05,2.31281340033333e-06,1.46299178e-05,6.7138615635e-06,2.616796069e-05,3.9891213295e-06,1.89556478675e-05,0.0001877949393,3.19801089675e-05,6.71493872666667e-05,2.829935511e-06,5.30284116e-06,2.569522801e-05,1.4569797485e-06,1.29901970025e-06,3.840474257e-06,3.80977051425e-05,3.98358935375e-06,2.57519818733333e-06,2.171840859e-05,5.24952909933333e-05,4.573449743e-06,1.184845026e-05,4.26824044e-06,7.4166439235e-06,2.23731993375e-05,5.91260399425e-06,1.529881624e-06,3.026825776e-05,1.520946996e-05,0.0001194941186,1.27416797825e-06,6.08544901575e-05,3.08970497125e-06,3.18303857366667e-06
ggt2,3,5.06343950125e-05,9.764245745e-06,1.37939051225e-05,2.42088021625e-06,1.3086155945e-05,5.24181105e-06,2.86207881175e-05,4.52873011025e-06,1.558909271e-05,0.000182353884675,2.92764807333333e-05,7.29474005975e-05,2.75257310875e-06,5.25177921275e-06,2.85363131075e-05,1.71236310225e-06,1.42290282425e-06,3.91559410775e-06,3.85660518e-05,3.71868089566667e-06,2.457542733e-06,2.26386724525e-05,4.617066877e-05,4.24798539475e-06,1.1078464945e-05,4.2266427165e-06,7.07537347166667e-06,3.355257489e-05,5.579666449e-06,2.07010644325e-06,3.517672873e-05,1.529077992e-05,0.000113503936275,1.21926445525e-06,7.085142363e-05,3.0020451165e-06,4.7344229055e-06
ggt2,27,2.8079212015e-05,1.215261543e-05,1.2973168405e-05,2.43762141575e-06,1.36003448925e-05,5.31222893775e-06,2.595343439e-05,4.73772997125e-06,1.7025791095e-05,0.000197627675625,3.762394153e-05,6.73068313775e-05,2.774237302e-06,5.0378844875e-06,2.47665077625e-05,1.64565490475e-06,1.458016436e-06,3.792390288e-06,3.58322513025e-05,3.34776499633333e-06,2.48223867466667e-06,1.90043959325e-05,7.02455081733333e-05,4.3011961795e-06,1.14588812e-05,4.074561271e-06,7.22917952975e-06,1.8706572585e-05,5.675956182e-06,1.85960937e-06,3.12879949125e-05,1.52479547725e-05,0.0001141487618,1.23189520075e-06,6.43383384025e-05,2.9864894035e-06,3.78583628966667e-06
ggt2,75,2.31952992666667e-05,1.1146577145e-05,1.20811997e-05,2.34196973275e-06,1.38434607925e-05,5.625600869e-06,2.64959291175e-05,4.3240176755e-06,1.737585523e-05,0.000194560726625,3.428895704e-05,7.26120445025e-05,2.7296358185e-06,5.13925239275e-06,2.460124997e-05,1.45872180425e-06,1.30720812466667e-06,3.77254263475e-06,3.69903271175e-05,3.13325166133333e-06,2.42934656075e-06,2.0425031115e-05,6.6742658345e-05,4.4123714895e-06,1.16025767133333e-05,4.02199276e-06,7.11475191825e-06,2.81449336575e-05,5.71335599425e-06,1.52249939775e-06,3.46076579875e-05,1.55959844125e-05,0.000110815748775,1.231918731e-06,6.06640652175e-05,2.929805205e-06,3.54983457975e-06
ggt2,123,4.3357912675e-05,1.061537659375e-05,1.364452156e-05,2.514695471e-06,1.36010697775e-05,7.12740237875e-06,3.0059414995e-05,4.17888336775e-06,2.535148009e-05,0.0001811603819,3.00429368875e-05,7.56338419775e-05,2.96653901425e-06,5.36004774175e-06,2.89107982325e-05,1.5437061935e-06,1.43405703525e-06,4.01427146825e-06,3.551644962e-05,3.21814339925e-06,2.45168280525e-06,2.48072439125e-05,4.643053821e-05,4.62363539725e-06,1.199712429e-05,4.2563787225e-06,7.57202906875e-06,4.45385518725e-05,6.0153497815e-06,1.3194745395e-06,3.55155908475e-05,1.52494193275e-05,0.000123526506225,1.3147164185e-06,7.11621129775e-05,3.25734317325e-06,4.35470895566667e-06
hpr1-1,-21,1.76795195833333e-05,1.14779735933333e-05,1.2286155085e-05,2.70831581725e-06,1.39627350466667e-05,5.1685721685e-06,3.438740924e-05,3.907814967e-06,1.425343494e-05,0.000197435386525,2.8106855405e-05,0.0001143169411425,3.22273361525e-06,9.31336977375e-06,7.43074059875e-05,1.88331522175e-06,1.6520064205e-06,3.94850958033333e-06,7.8034779275e-05,3.89902898525e-06,2.5883844825e-06,6.236565999e-06,4.49438914633333e-05,5.317591962e-06,1.19650734433333e-05,4.678690764e-06,7.49769378525e-06,1.72464368475e-05,5.90940972325e-06,2.99200829775e-06,0.0001685214514,2.4699926245e-05,9.641122302e-05,1.3044141285e-06,6.46569254775e-05,3.30445474475e-06,3.57666861675e-06
