ReactionID,ReactionName,ReactionSubSystem,IS_BD_FVA_WT,IS_BD_FVA_MUT,IS_BD_TVA_WT,IS_BD_TVA_Mut,minFlux_FVA_WT,maxFlux_FVA_WT,minFlux_FVA_Mut,maxFlux_FVA_Mut,minFlux_TVA_WT,maxFlux_TVA_WT,minFlux_TVA_Mut,maxFlux_TVA_Mut
TPI_c,"TP isomerase","sucrose synthesis, gluconeogenesis, glycolysis",1,1,1,0,-990.81661990397,995.966765676941,-978.602603075177,993.460006698948,-2.23908878572113,9.18665708804411,4.42414792389935,6.96396207298837
PGAM_h,"PGA mutase","glycolysis",1,1,1,0,-997.397195361787,0.759187369775144,-993.327748810158,2.38524157420599,-0.710566695443561,1.22855270721179,0.487191866981695,1.70096654060738
Enol_h,"Enolase","glycolysis",1,1,1,0,-997.397195361787,0.759187369775144,-993.327748810158,2.38524157420599,-0.710566695443561,1.22855270720978,0.487191866637069,1.70096654060738
MalDH1_m,"Mal dehydrogenase","tricarboxylic acid cycle, glyoxylate cycle",1,1,1,0,-1000,999.611139423426,-6.44269175499426,994.88621440153,-0.594991166862489,13.9365057072024,13.5933120953685,15.378551351269
AlaTA_m,"Ala transaminase","alanine synthesis",1,0,0,1,-997.639389985724,1000,0.334644956738664,1000,5.93755029102008,7.71679681505406,-1.57096610623021,1.53152368215119
GluDH3NADP_c,"Glu dehydrogenase","glutamate synthesis",1,0,0,1,-999.027857921074,997.060610658445,-0.93297528085543,-0.932636041514115,-0.524178830369015,-0.0504494962767925,-0.349769360741083,0.103845200483281
Tr_DTC2A,"Di-/ri-carboxylate carrier","transport",1,1,1,0,-1000,1000,-1000,1000,-1.04693462282029,14.3787917931883,10.8662404780985,13.6319766982754
Tr_DTC3A,"Di-/ri-carboxylate carrier","transport",1,1,1,0,-1000,1000,-1000,1000,-14.1098241423849,1.3159022730428,-13.2392609251654,-10.2062588349077
Tr_BAT11,"B0,+-type amino acid transporter 1","transport",1,0,0,1,-998.540414867294,997.639389985715,-0.3347935962055,-0.334664514563766,-6.59060983152854,-6.09435974086562,-0.134119870550662,0.0876207269836454
Tr_BAT13,"B0,+-type amino acid transporter 1","transport",1,0,1,0,-0.189990651250495,4.41115168546936,0.17216481406251,7.48850729531223,-0.114158187729143,4.48615625607166,-2.92826181954872,-2.13140249707258
Tr_OAA,"OAA diffusion","transport",1,1,1,0,-1000,998.677102100954,-999.750997100353,1000,-0.746362928773837,0.81983893540679,-5.45897331026412,-4.43284917689173
Tr_Gly,"Gly diffusion","transport",0,1,1,0,-2.46221191058989,-2.42386968557307,-1.95578248307626e-05,2.34693893682303e-05,-4.47817757178357,0.315822015026079,-5.21042316564597,-4.58795507251866
